Sentiment,Review
0,"I really wanted to give them a more positve review as they are part of local trade association. Representative came out at the appointed time. I told him my budget was limited and was looking for a repair in leiu of a new door...Took one look at the door, said it could not be repaired. Wrote out an estimate $750.00 for an uninsillated door and 950 for an insilatted door..put it in my hand..said let us know and walked away..no discussion, nothing...............this was in a matter of probably 5 min max..Oh he did say no charge for the home call.................gee thanks...."
1,"This place brings back memories of my childhood in Korea. I love how they decorated the place! The food is also great! My favorite dishes are cheese chicken katsu, bosam and ramen dukboki. I also love drinking their yogurt soju!! MUST TRY EVERYONE!"
1,"First impressions are the most important.\n\nI am so glad I stopped by this location. The lady that runs the front counter is so freaking funny.\n\nI didn't know what to order when I got there. I saw Italian sausage and I just went for it. \nIt comes with marinara sauce, onions, and bell peppers. \n\nThe subs are above average they definitely have a better taste and the onions were so freaking good. \n\nThe location is very clean attached to a 7-11."
1,"Awesome little venue! Just saw Interpol here over the weekend and was very pleased.  My boyfriend and I traveled from San Diego just to see Interpol here so I was very concerned about the reviews for this place.  But I was pleasantly surprised to see that most of it seems to be from people who must not be used to this kind of atmosphere. \n\nIt is definitely a grunge kind of atmosphere.  It isn't dirty nor clean, strict nor lax. Mind you, it was an Interpol show I went to, so I don't think they were really expecting strung out head bangers or anything, but we were all patted down and asked to clear out our pockets.  No big deal.\n\nBut I was happy with the responsiveness of the security. There was a drunk chick next to my boyfriend and I that was being loud, crude, and violent and within 15min she was escourted outside. We were very appreciative. \n\nDespite the distance from our home, my boyfriend and I will definitely be going back.  A road trip is always a good break and this is an awesome destination."
1,My personal favorite for Mexican food.  Consider giving this a four star as the soda here is horrible at best.\n\nThe beans are great as is the rice.  I love the enchiladas and the spicy chicken is also very good.
0,"The Bellagio was sadly a bit disappointing. I was in town for a trade show event in July and found the hotel overcrowded and nearly impossible to navigate during the day. A \""quick\"" bite to eat took nearly 1.5 hours at a 2 p.m. lunch. Service was slow and lacking all over the resort.\n\nWhen I checked into my room, there was a massive clump of hair in the bathroom sink. Disgusting. I've staying in all kinds of hotels all over the world from two to five stars and have to say I've never seen a dirtier bathroom.\n\nWe had an unfortunate incident where a colleague had to have emergency surgery while on our trip. A horrible incident anywhere, but especially when one has to spend hours in a Las Vegas ER. When I called the hotel desk in the morning to ask for a late checkout so we could visit our friend in the hospital and get her returned to her hotel. We needed to make sure she was comfortable and all arrangement were made for her family to arrive before we caught a flight out of the city that afternoon. I was informed that it would only be possible if we paid a 1/2 day rate of $70+ dollars. How unfortunate that a hotel of this supposed caliber can't accommodate a guest in their city with this type of request. Especially since our flight schedules meant that we would be on our way to the airport by 3 p.m. at the latest.\n \nThe casino staff was lovely and the hotel was ok but certainly not deserving of a AAA five diamond. When I return to Vegas, I think I'll be staying at the Wynn. \n\nSorry, Bellagio, I had higher hopes."
0,Wow if I could give this place a big fat 0 I would. HORRIBLE. They were out of some of the bread for their sandwiches. Imagine a bakery that is out of bread. We also ordered their featured seasonal soup. Guess what? They were out of it.  Food not worth the price. Don't go.
1,"I just had a brunch at this place this morning.  My husband had the cassoulet and was very happy with it; hot until the end, very good portion, have everything he likes- potato, egg, mushroom, bacon...  I had the breakfast burrito.  It was very good - anything has Mexican name, I usually avoid it in Montreal but it was surprisingly good.  I might try Huevos Rancheros next time :)  \n\n Good brunch choices, fast service, nice take-out box, good coffee, decent hot chocolate, and close to my apt.  My  husband and I will go back definitely to try other food.  This might be it for our brunch spot!"
1,"I've been to 7th Heaven twice. The first time, there was a teenage girl working who dismissively said \""hi\"" to me and that was it. I was looking at shoes, which they have to get your size for you out of a closet, and she never once asked if she could help me. Terrible. I avoided the place after that.\n\nI went back last week as a last ditch effort since Fascinations had nothing for shoes, and Tiffany was working. She was super, super sweet and helpful. She dug through the closet multiple times for me (I'm extremely picky... so sue me), and upon not finding my size in a style I liked, suggested I at least try one size up in one of the brands; tada, they fit! Woohoo! She was even genuinely happy that they fit and that I could leave with a pair of shoes.\n\nAs Kelly said, they do give 15% off for dancers and offer a shoe warranty for $4, where they'll repair your soles or heels. This is a steal since shoes are $50+ and the soles often wear out in 6 months, and unless you looooove blisters, who really wants to buy a new pair and have to break them in all over again? \n\nMinus one star only because they have kind of a limited selection of dresses and like everywhere else, are usually out of stock on 7/8/9s in shoes."
0,Randomly pick a Asian to remove from the club. Can't believe this
1,We visited before the Royal Rumble - with such a packed place we were waited on quickly and the staff was very attentive to our needs.  We had a large group of people and it was a great time.  The food was good and the beer was reasonably priced.  It is a definite spot to go to before games/events or for a good meal.  Our waiters Matt and Nick were awesome and Casey took great care of us!  I would recommend it and plan on going back soon!
1,"Great beer selection, especially the beer fusions. Nice atmosphere, friendly staff, quick service. Food is typical bar food, nothing special but didn't agree with my girlfriends stomach in the least. So four stars for the beer and atmosphere but wouldn't eat here."
0,"It must have been an off night, but my wings were horrible.  We ordered several different flavors and they were all bland and greasy.  The temperature at the place must have been over 80' and the decor looked worn down like our waitress."
1,"This location recently opened back up under new management, which is great for me. It is right on the way home and cheaper than some of the other dry cleaners in my area. Wednesday I dropped off some clothes for pick up Wednesday - including my attire for the Yelp Event @ Switch, so I needed to get them. I was nervous when the lady told me that I had a gift certificate for some reason. With dry cleaners that typically means something was damaged and here is a small token of empathy. She said she wasn't sure what the gift certificate was for...nervously I looked over the items and no notes about damaged articles...no missing pieces. I took the $10 certificate and went home.\n\nSoon after I arrived home I noticed I missed a phone call. It was the manager of the cleaners calling to explain the gift certificate. Nothing was wrong with the service. He stated that a few of my shirts were 100% cotton and he did dry clean them as requested; however, those shirts would be better laundered with a bit of starch. The gift certificate was for me to come back and have those shirts laundered on the store's dime. \n\nFirst, he didn't have to give a gift certificate - he completed the order as requested. Secondly, he didn't have to take the time to call and explain the certificate and the reasons behind it.  I will gladly accept this paper gift certificate in the amount of $10 and return future business to this location!\n\nThat is customer service, and it is rare today."
1,"This small kitchen has some great food from amazingly good burgers to healthy stuff like fruit bowls and salads. They serve a good breakfast and lunch yet I haven't tried the dinner yet. Try them out, it's worth it."
0,"The first time I went here it was AWESOME and then sadly the next two visits have deteriorated into a two-star rating.  What happened, Pancake Cafe??  You keep getting voted best breakfast in Madison, but the change in quality from early spring 2011 to winter 2011 is utterly ridiculous.  The first time we went, my boyfriend had the corned beef hash and raved about it.  This past visit, he could barely choke it down it was so bland and salty.  Same story for the eggs benedict, with a very bland hollandaise sauce.  I wish it had kept the up the same quality we experienced in the spring, but after this third visit, I'm over it.  Average breakfast at best!"
0,"10-4-2013 1700 (5pm) Friday\n8 people in the restaurant. Was placed at a table and immediately noticed the table was filthy, look around and others in the same shape. Not dishes, food residue on the table. Ask busboy to clean uses a very wet cloth a couple of swipes and leaves the table wet. Mad because he had to do his job. Ordered Calamari fish was not cooked. Ordered sashimi dinner salmon was very old tried to cover it up with lemon slices. While I was eating the chef started some fish in the salamander about two minutes, then was told wrong order so he pulled out laid it on the back counter. A little later chef put it back in salamander and served it to someone else. There is food on walls, food on chairs, fish not stored at proper temperatures. Pre made starters wrapped in Saran Wrap about ten out in the open on the back of counter. I was up half the night with bowl problems. \nThe worst thing about this experience, I have been going there since it opened. This OWNER takes, but doesn't put anything back into the business. It is very popular, but someone is going to get very sick.\nCity and county FOOD inspectors  need to come inspect now."
0,"When visit the famous Las Vegas, the price for dinner at a restaurant mean at least over $100. However i think this newly open restaurant doesn't know that overrated prices must come with satisfactory service. Well this place had the most horrible service in a Restaurant in Vegas. It took 30 min to sit us down, 30 min to ask us for our order and another 30 min to bring the food. Not many options on the menu ( 6 options). We order the schiacciatta pizza, a medium size entree with a salad.  I think I would say that pizza from Costco Warehouse would taste better. I visit Las Vegas several times a year so I won't come back to that restaurant."
0,"I came into a wealth of free bagel & cream cheese bagel coupons, so I finally got a chance to check this place out.  I'm usually not big on chain bagels, but I'm not going to turn down a free meal either.  I tried to go once before but they close at 5pm on Sundays.  The sign on the door is lightly confusing since it used to read 6 but the bottom left-hand corner of the 6 was obfuscated in order to make it appear as though it was a 5. \n\nI finally made it last week and had a whole wheat bagel with jalapeno cream cheese.  The bagel was on par with the standard bagel you can get out of a bag at the supermarket.  The jalapeno cheese was delicious and the highpoint of the meal. The people working there were friendly and accommodating.  The main hangup was that the worker didn't offer to toast my bagel and, me thinking this would be standard didn't ask, left me with a pretty difficult to eat bagel.  After I took one bite I really needed my water to wash down the dense bagel.  In NYC you could probably eat untoasted bagels since they are really light and fluffy, but this one was a bit tough to swallow.\n\nI feel a conflict of interest when giving them only 2 stars since my bagel was free, but it'll have to remain at 2 until I get my next bagel (also gratis) before the coupon expires."
1,"Local restaurant, really small... Owner is the chef... Really funny and nice guy. Very authentic!"
1,Hotel was extremely accommodating and the staff was very helpful. The airline lost our tickets after wed checked out and the next flight wasn't for 8 hours. Not only did they send a shuttle to pick us up bit they also let us check back into our room.
1,It's a Whole Foods. They are all the same! Which isn't a bad thing for Whole Foods considering the awesome food and product selection!
1,"This is so much fun! The trucks line a square around the picnic area and everyone chooses where they want to it. I really dig it. The picnic area is swamp-cooler-ed down and it's an enjoyable atmosphere. Everyone from hood rats to high business rollers show up and it's like a little Lion King-esque watering hole, if you will. \n\nMust try it at least once!"
0,"They have removed all the pastries cookies sweets and treats, very limited on some pastries maybe a cookie or two but no more raspberry cheesecake any of the fancy stuff that is all gone fancy drinks are gone it used to be a really fun place to come to an evening or anytime it has gone downhill seriously, we would never return to this place, I had ham and cheese croissant,It was bad, I get a better and cheese croissant at McDonald's, The restaurant still looks the same but it's it's very depressing the main bar on the floor facing Paris is no longer  open anymore, They only had 2 Waiters on the floor really slow service so sad."
1,"This is a pleasant replica of a French style village. The architecture is not as outlandish as some of the other malls on the strip. My wife and I were on a hunt for a sweet tooth-pleasing experience. We found it at JJ's Boulangerie. They sell a variety of pastries and gelato flavors. I noticed they have sandwichs also if you want to do lunch. FYI, the gelato was probably best price at this location. It was $4 a scoop as opposed to 6 or 7 at the Ceasars Forum Shops. \n\nThe shops were nice and facility was clean. It does connect the Paris to the Bally's casino floor."
0,I'm not entirely happy with going to this place this time around. Service was awful and had to get the waitress' attention just to ask for something. The food was tasty at the time but now my stomach hurts. I wonder if they even got an A from the health department.
0,"If I could travel back in time 30 minutes, I would just so I could punch myself in the face for opting to try this place.\n\nFor starters, this is NOT a coffee shop.  While they are trying to angel themselves as such, they fail in that attempt.  Their failure really isn't any surprise, as the coffee menu was very limited and the girl behind the counter clearly wasn't a barista.  \n\nI ordered a latte, for lack of my normal (seemingly generic) mocha being on the menu.  After 10 minutes, I finally got it only to have it taste like what I assume old engine oil tastes like.\n\nThey also fail at being a bakery.  I don't want to be too harsh, but if I wanted a Fry's croissant, I'd go to Fry's.  They have a very limited bakery selection with their display having little more than a few cookies.\n\nI will give them credit that their prices are cheap.  I also give the girl behind the counter credit.  She was having to wear 4 hats at once.  She worked hard and was very nice.  And they do have a lot of space.  But I really can't see myself going back, which is sad because there aren't a lot of independent coffee shops in this part of Chandler."
0,"Disappointing!\nOrdered some Pirelli P-Zero tires for my Camaro and scheduled appointment for today.\nWhen I arrived the gentleman who placed my order was off and did not bother putting me on the board as discussed the day before.\nI left my key with the desk and was told that the tires will be installed within the next few minutes and the car will be ready in 45 minutes or less.\nWhen I arrived about 60 minutes later I ask for my service adviser and was told that he went to another store and he will be back by the time the technicians finishes with my car.\nWhat they did not tell me was that the technician working on my car broke my Tire Monitoring System and that the service adviser went to another store to find a replacement.\nSo instead of my car being done by 4:15 PM I had to wait till 5:30 PM to finally have my  sensor replaced and my car released to me.  \nThere was no apologies from neither the adviser or anybody else in the store.\nThe guys simple just chose to ignore me rather than telling me on what is going on.\nOnce they knew that they had to find a replacement sensor they could have call me letting me know that the car would be ready late.\nHow anybody can run a business like this is a mystery to me. \nI was born and raised to always say please and thank you with a smile. \nThis does not seem to be the case here.\nNo thank you, no nothing! Shame on you Discount Tires!!!"
1,"Came out to AZ to visit a good friend and she took me here for dinner, deff have to say everything I had was real good; chicken hummus wrap. All on point, well seasoned, good atmosphere and good service over all and the portion size was more then enough. If I'm ever back in Tempe inwould deff go back here for lunch or dinner"
0,"Worst experience ever.\nMy boyfriend and I went to BevMo on 12/22/14 to buy everclear for the holidays. They had the higher proof version (190) for the same price as the 151 at Total Wine, so we were stoked! Unfortunately after we went through the check out process, they decided to not sell the alcohol to us, due to one of us only having a vertical drivers license as an ID. We're both well over the age limit to buy alcohol, but they refused the sale to either one of us. \nThe total was originally $21, they placed a $30 hold on my card and today I find out that Bevmo POSTED THE CHARGE TO MY CARD. THEY HAD TO CANCEL/VOID THE SALE. SO NOW, RIGHT BEFORE CHRISTMAS, WE'RE OUT THE $30. \nI'm still in shock over how terrible of a business this is.\nUnethical treatment, and stealing of people's hard earned money is no way to run a business. AVOID AT ALL COST!\n\nAdditionally, Fry's Food and Drug carries the 190 Everclear for $2 less than BevMo (just to give you another reason to never go there again.)\nHere's hoping I saved someone the hassle of dealing with this dishonest merchant."
0,website is down....  cannot make contact with the business!  please fix your website so that I can get accurate contact info and other info from your website!  I would really like my dogs to stay there!  Thanks!
1,I really love this store! This pet store really cares about customer service to the fullest. I was interested in a certain flavor of Nature's Variety in the medium size bag and they only had Lamb and Oatmeal in the smaller bag. Because they pride themselves on customer service they discounted the smaller bag for me because of the inconvenience and ordered me the medium bag that they are also giving me a discount on. I THINK THAT IS AWESOME! They also donate any returned bags of food the the animal shelter and I think that is pretty amazing :)
1,"First off, Luedtke's Wonder Bar is in the same location as the previous establishment known as \""The Bar Next Door\"". The decor is much the same...but that is where the comparison ends. \n\nI will always prefer to spend my dollar at a small business vs. a chain. I respect what it takes to make good food and make it consistently when you are working from scratch every day. For reference, some of my favorite spots in Madison are Otto's, Louisianne's, and The Tornado Room. Luedtke's Wonder Bar is a notch above that dynamic trio if you can believe it. \n\nI have dined at Luedtke's Wonder Bar twice in the last two months. The latest meal being this last Friday night. I had seared tuna as an appetizer. The tuna was fantastic. The next thing I had was the crab bisque. I am not sure if this is on the menu every night but the two times I have been there, that has been the soup...Let me just say if it isn't on the menu every night, it should be! My goodness that is a great tasting soup. For my main dish I had a 9 oz fillet and garlic mash. The fillet had the consistency of sushi grade tuna. It was full of flavor and practically melted in my mouth. My only regret was that I didn't order the 12 oz! My wife had a crusted halibut fillet which she proclaimed was the best food she had ever had in a restaurant. That is high praise coming from her. \n\nSo, the food is definitely 5 star, the atmosphere is quaint and cozy, the wine selection is nice and the prices are definitely in-line with what you get for the money. \n\nHat's off Mr. Luedtke, we will certainly be back!"
0,"Oh I am spoiled with the small-town feel of Tucson International--now if they wold only get some quality flights!!\nI've never flown out of Sky Harbor.  Seems like any other large-scale airport on the surface.\nSo why only two stars?  The driving around to find where to park is horrible.  They need to remember that most people don't frequent the airport.  So they should be obvious and deliberate with the signage.  \nAlso, the elevator from the parking garage to the terminals is a little confusing.  It literally went from floor 3, to 2, to B, to A, to 1.  Alpha-numerics embedded within themselves?  Again, keep it simple for us dummies who don't live the commuter jet-set lifestyle."
1,"I am a pretty handy person with do it yourself tasks, but when it comes to pool care, I am a fish out of water.\n\nFor the the 5+ years l lived in Arizona, Desert Sparkle kept my pool in perfect condition.  I supplied chlorine tablets, and they handled everything else.  Thanks to Steve, who provided the weekly service, the only thing I had to consider when it came to my pool was which bathing suit to wear.  He kept me aware of any issues with the equipment, and even made friends with my dog.  :)\n\nIn addition to the weekly pool service, Desert Sparkle handled the annual maintenance of my DE filter as well as any other repairs that came up.  When my pool vacuum started to have issues, they provided me with a loaner unit until I could get a replacement.  Pool vacuums aren't inexpensive, and they provided recommendations on which units were the best in terms of performance and value, which I appreciated.\n\nWhen I moved out of state and my house was on the market for sale, I knew I did not have to worry about my pool continuing to look perfect.  Since my home was vacant, Steve even put a wire tie on my back gate latch to discourage anyone from paying an unwelcome visit to my back yard.  Nice to know someone was looking out for me!\n\nOverall I was very impressed with the service provided by Desert Sparkle.  If you are looking for honest, reliable pool care, give them a call!"
1,"I've now made three trips to Lobby's.  The first was an enormous disappointment, the last two have been exceptional.\n\nOn my first trip, I made the mistake of ordering the Italian beef sandwich.  What I received could best be described as a thinly-sliced beef sandwich on a baguette that some jerk spilled soup on.  My sandwich was soggy to the point of disintegration from the moment I received it.  I tend to be a very neat eater, but felt I needed a bib that day.  In addition to the mess, the whole assemblage was bland and unremarkable.  \n\nHowever...\n\nI'd happily recommend Lobby's to anyone who wants a burger.  Upon hearing great things about their hamburgers, I returned to Lobby on two more occcasions.  On both days, I got a ridiculously large, juicy burger with great quality beef and fresh ingredients for a price around half of their competitors (I'm looking at you, Smashburger and Five Guys).  \n\nSo, go for the burgers and read the menu carefully: the single patty burger is 1/3 pound.  If you order the double, you're ordering more than a half-pound of beef and you will need a nap."
0,"Buyer beware.  Took advantage of the New Years special this evening, (buy one Delmonico steak between 9-10pm and get the second one for free).  Upon explaining to our waiter that we wanted to take advantage of their \""advertised special\"" in the AZ Central dining deals from AZ Republic that had been advertised since December 21st on this website,we were informed he was not aware of such special.  Upon which my date and I felt totally embarrassed as I didn't want to look like I was just trying to get something for nothing.  He checked with his manager and said \""they would honor it\"", a $28.99 value, but that it was the AZ central error.  From that point on our waiter was very short with us and made us feel like we're putting him out because he wasn't going to make as much in tips from us.  \n\nThis couldn't be further from the truth, as all items were alacarte and with wine it actually came out to more than if we had ordered steaks alone.  The steaks by the way were excellent, but the tone for the evening with the poor service didn't make up for the taste and presentation of the food.  By the way, we overheard the couple in the booth behind us request the same special, but by that time the restaurant was aware that people would be comming in for the special.\n\nFinally to make matters worse, when we got bill for the two of us it had an automatic gratuity of 20% added to the bill.  When I explained to the waiter that this must be a mistake he explained that it was \""their policy\"" to add on this automatic charge whenever they have to \""give away food\"".  When I explained that I didn't feel comfortable in paying such a high mandatory amount, he immediately said he would get the manager and stormed off in a huff.\n\nManager Eric S. came over and supported his waiter by basically backing him up and not listening to our valid complaints.  He actually stormed off also when we told him we wanted to have him adjust the gratuity to what was a more fair assessment of service at 10-15%.  He came back and gave a half hearted apology for \""feeling threatened\"" when I told him I would let others know of their lousy customer service. So there you have it, It appears that their is an attitude at the Arrowhead grill is greater than though, and how dare we to complain.  Needless to say we will not ever be back though the food was good,not worth the hassle and a terrible New Years Eve meal ruined by their ineffective ability to act professional and with grace and understanding."
0,"I got a good deal on a Groupon for the new Quaker Steak & Lube so we stopped in for a late lunch last week.  There were only a few patrons in the restaurant at that time.  It was so slow, in fact, that it seemed that we were a bother to the hostess because she really couldn't seem less interested in seating us.  Thankfully, our server made up for her shortcomings, plus some.  He was fantastic.  Very attentive and very personable.\n\nIf only the food was as good as the service.  Ugh...such a let down!  I ordered Mild Wings.  The sauce was ok, but the skin was too soft.  My son got the Medium spiced wings and he said that they were ok, but that he's had better.  My husband ordered the Philly Cheesesteak and said it was acceptable.  Nothing special, but not terrible either.  He also got a small order of Cajun spiced boneless wings.  I tried them and the flavor was NOT appealing to me at all.  The one saving grace for the entire meal were the onion rings.  A tad too salty, but perfectly crispy and not greasy.  My son and I liked them very much.\n\nThe decor is a bit gaudy, but I'm fairly certain that's by design.  I'm glad that we were seated at a booth because the plastic lawn chairs at the standard tables would have been very uncomfortable.  The only downside to the booth was that I was a bit grossed out by how filthy the framed picture was that was hanging over our booth.  It looked like some kids smeared their dirty hands all over the picture.  Seriously, it was disgusting and it even had an odor.  And speaking of odors...there was an odor in the restaurant that reminded of me the remnants of water damage.  It was really off-putting.\n\nSo...it wasn't a good lunch at all and we won't be back.  It's a shame because the concept of the restaurant is cool and the menu \""looked\"" great."
0,Why are your lines so long? Worked in retail for many years and really think you can do better.
0,"And now, upon moving out, they're hounding us for triple-digit  \""move-out\"" costs despite us having a maid service clean the place from top to bottom upon moving out.  According to the lease they're supposed to advise the tenants of when the move out inspection will be so the tenant can be present, but they didn't with us.  When I called them out on it, they claimed we \""gave up that right when we turned in our keys.\""  Both attorneys I spoke with said their claim and interpretation of the lease wouldn't hold up in court, and their assessed charges were illegitimate, but the cost to take them to court exceeded the amount they were charging so it wasn't really worth it.  CURRENT TENANTS:  DEMAND TO BE PRESENT AT YOUR MOVE-OUT WALK-THRU.  \n\nAnd their current property manager as of April 2013 is not pleasant to deal with.  She's more concerned with collecting money than working with tenants to solve problems... there are apartments north, south, east and west of this place...move into one of those, cause they can't get much worse than this place."
0,"Made reservations and still waited 15 minutes in the lobby awkwardly as no one was paying attention to us. This was my first time at the melting pot so I had no idea what to expect but after waiting and finally being seated we sat at the table for another 15 minutes before the waitress showed up and awkwardly/reluctantly introduced herself. Anyways, we got the new cheese fondue thing they had, and the coppa bean something rather. Not my favorite fondue or broth but the filet mignon was delicious regardless as was the ahi tuna.  All in all, I hope I will never have to go back, It just isn't my cup of tea apparently."
0,"I wish I would have found these reviews before I set up my account.  It seemed like  no matter how I set up my delivery request, the number of bottles I received didn't match my request.  After several months I happened to catch the driver who instructed me not to use either the website or the phone service to change my order, just leave him a note.  Why they provide the phone or website option is beyond me.  \n\nMore recently I've had trouble with my payments.  I had been paying my account online and all of a sudden it wasn't going through, but it looks like it's going through electronically and there's no email communication that says there is a problem.   I received a notice saying my account was on hold, so naturally I called and was told that the payments hadn't been going through because they were being applied to an old card.  I told the agent that I was really tired of the hassle and wanted to close my account.  She verified my card information, removed the old card from my account, and said they'd keep the account on hold until I was done with the last two bottles.  Imagine my surprise when I get another bill a month later with a late fee.    I called and was told that I must not have asked the agent to actually charge my account.  She confirmed the correct card number and deleted the old card but didn't bother to process my payment at that time.  Of course I was notified that this was my error.  Unfortunately, the tape recordings of phone calls are only held for 2 weeks, so the customer is assumed to be wrong.    I think this is a great scheme to increase their revenue.   At least I learned from my mistake and got a confirmation from Brittany today.  \n\nI have a new service starting later this week.  I hope my experience with DS Waters is not a reflection of the industry!!"
0,"Not one but TWO times had to drive back around and give them back the food they handed me. Two times they gave me someone else's food! Every time I tried to check, they told me they were busy and that I needed to pull forward if I wanted to check. \n\nI just wanted to try their salad. \n\nEvery fast food restaurant has the ability to make a decision: are you going to be as bad as everyone expects, or are you going to take the time to do it right?\n\nWendy's of 301 E Indian School, I hope you read this. Moreover, I hope you try harder to take the time to do it right. I believe in you."
0,"Way to expensive, small portions, terrible service, and the food is decent at best."
0,"Service here was a total nightmare.  I'm pretty sure management is comprised of a herd of cats because everything was chaos.\n\nAlthough I was seated at a table, and had food brought to me, I still have no idea who my server was.  There was a guy with an iPhone that took our order...but mysteriously disappeared.  Then the bartender ended up taking our order after we had to ask for our order to be taken.  Just, service misery. Keep dreamin' if you want water refilled.  The whole meal was spent tracking down employees to perform basic tasks. \n\nFood was okay (blue crab, lobster roll, nothing special) and the restaurant was clean -- the only things saving this place from 1 star.  Not worth it, however, to endure round 2 of this service mess."
1,"We love Mei Wei.  We often go for lunch- it is delicious and includes soup, salad, egg roll, rice and main dish for a very reasonable price.  The staff is super friendly.  We have done take out via delivery and were really pleased.  I would recommend you try this tiny,  quaint little restaurant- the food is delicious and the staff are great."
0,"I am not proud to admit this, but I always feel nasty after eating here. Don't get me wrong the place is kept clean, the staff looks presentable,  but my food is always so greasy! It's fast 'Amerexican' (American + Mexican) food at its best. Order the carne asada burrito with guac and sour cream and you'll be set for awhile on your 'Amerexican' fix. \n\nStop by their salsa bar too and pick up some red sauce - it's probably the only reason I come here once in a blue moon."
0,"Run... don't walk away from this marathon.       The start is terrible as you navigate through two miles of walkers because there is no organization in the corrals.  The fun of running the Vegas strip is there for the first few miles and then you are out in the desert with little lighting, poorly marked miles (they could have lit them -- It's Vegas baby).  Don't expect it any better at the end where the narrow lanes on slanted broken up black top made for a dangerous finish where you could not accelerate and you are sharing the path with the 4 hour pace half marathon participants (visualize meeting the walkers you dealt with at the start now making the finish path more narrow as they walk into the end of their race).  The chute after the finish was way too long with no mid point exits.   They could have shortened it up to allow more of the final run to take place on the strip instead of in the dark in the desert.    I ran Eau Claire Wisconsin (with ~200 runners this year) and NYC (with +50,000 runners in 2013) and both had better energy and NYC handled the crowds of runners much better.     I am not affiliated with Eau Claire in any way but for a good marathon with as many music stops as RNR and great community support head to Wisconsin..... no gambling but an amazing event and of course NYC is amazing.\n\nPros:   Running through  Freemont Experience (1/2 mile),  Checking Nevada off the list.\nCons:   Everything else.  Log jam of runners for first few miles, boring once you leave the strip (most of the route), poorly marked, not the safest last mile to the finish, too long a finishing chute after receiving medal.    Did I really pay that much for all this?\n\nIf you have to do this race it is flat and will not challenge you too much so enjoy that part of it."
0,"I love sephora, but my experience in this store makes me want to only shop online. I walked through the whole store and not one employee greeted me or asked if I needed assistance. And when I did have a question no one was around to help. I saw one employee not assisting anyone, but she avoided eye contact and appeared busy fixing products on the shelf. I left the store after that and I probably will not return."
1,"The wife and I frequent this amazing place regularly. Most of the time we head in there for lunch as they have an early bird offer of, 2 courses for \u00a311 or 3 courses for \u00a314!\n\nThe last time we were there I had the, Red wine braised ox cheek pithivier,\nHornig's black pudding, red wine jus for a starter and the fish and chips for a main. Both were excellent. \n\nService has always been good with only the odd long wait for the bill when they are very busy. I always ask for the bill as they collect the dessert plates to speed this up.\n\nSo, just how good is this place? Well..... I have made the suggestion to the waitress that they build a private plate licking room so that diners can lick the plates clean without everyone thinking they are nuts!\n\nOne word of warning. They no longer accept American Express."
1,"Five stars coz there isn't anything higher than that!  Excellent food,  very professional service and perfect ambience.  Best place for Indian chinese food hands down!  We drive all the way from Gilbert for this food!  Great job!  Love their veg coin manchurian and lat mai paneer!"
1,"I can't believe I have not reviewed Gymboree! We have been attending classes here for over a year, and my child looks forward to them each and every week. The staff is seasoned and knows how to include all the children (shy, rambunctiousetc.) in a positive and safe environment. The recent remodel of the facility is also nice.\n\nMy only con would be some of the parents. Just like in any situation with families, some parents just don't get it. I have seen parents use it as social hour and not participate at all. I have also seen some parents watch as their child takes a toy from another child, knock another child down, etc. and do nothing. SIGH."
0,"Eh... I expected a lot better from what I've heard and after an hour wait...( I've been to the one in Asheville- and it's just not the same). I will say service was friendly (but slow), but the food just wasn't good.\nBrunch:\nI ordered a crab and egg dish- and after it took about 50 minutes to come out, it just wasn't good. It lacked flavor and spices, and was definitely not worth the $14. My husband got a meat pie after the server recommended it- also, not very impressive and not a lot of meat in it. \nAfter we were asked how the food was, we told our server that we weren't very happy with it, the manager came over and apologized and gave us a gift card to try again. At least they care... \nToo bad the food wasn't good..."
0,VERY disappointed. No ambiance. Ugly patio. Rude staff. The website menu shows a gluten free option but when I asked about it they seemed irritated. Food isn't great. Wine pours are small. This neighborhood needed a new restaurant/bar but this one isn't going to cut it.
0,First I was really excited to do this. I have done the Go-karts before in other cities and loved racing my friends. I got a great Groupon deal for Fast Lap (their is a reason they need a Groupon to get business). The place is looks like an abandoned warehouse that Meth addicts hang out behind. Was going great till their employees started spinning out the other patrons. Not the best fun time to have when you can't enjoy the race when the employees are jerks and spin you out. They did this to several people. I went to Pole Position near by and the place is more upscale with better customer service and nicer facilities. Seriously don't go not worth the Groupon price.
0,"A WORD OF CAUTION:  \nWhen I left the restaurant, I paid for my dinner with a credit card.  Two weeks later when I received my monthly credit card statement, I realized Havana Cafe did a DOUBLE CHARGE on the credit card!  I called, and initially accounting stated that it was not a double charge, \""that it just looked that way\"".  I called Visa, and the second charge was immediately removed. \nI spoke with the owner - she apologized and offered me a mere 15% discount on my next meal, which I thought was rather tacky.\nWord to the wise: examine your credit card statements, as Havana caf\u00e9 was not about to call me!"
